Year,State,County,Domain Category,sta_con,irrigated soybean area
1997,alabama,autauga,NOT SPECIFIED,alabama_autauga,839.9510869565217
1997,alabama,dallas,NOT SPECIFIED,alabama_dallas,474.5
1997,alabama,sumter,NOT SPECIFIED,alabama_sumter,839.9510869565217
1997,alabama,baldwin,NOT SPECIFIED,alabama_baldwin,980.0
1997,alabama,cherokee,NOT SPECIFIED,alabama_cherokee,839.9510869565217
1997,alabama,colbert,NOT SPECIFIED,alabama_colbert,839.9510869565217
1997,alabama,lawrence,NOT SPECIFIED,alabama_lawrence,1256.3333333333333
1997,alabama,limestone,NOT SPECIFIED,alabama_limestone,1523.0
1997,alabama,madison,NOT SPECIFIED,alabama_madison,2030.0
1997,alabama,lamar,NOT SPECIFIED,alabama_lamar,839.9510869565217
1997,alabama,tuscaloosa,NOT SPECIFIED,alabama_tuscaloosa,240.0
1997,alabama,coffee,NOT SPECIFIED,alabama_coffee,839.9510869565217
1997,alabama,henry,NOT SPECIFIED,alabama_henry,240.0
1997,alabama,houston,NOT SPECIFIED,alabama_houston,130.0
1997,arkansas,conway,NOT SPECIFIED,arkansas_conway,4197.0
1997,arkansas,faulkner,NOT SPECIFIED,arkansas_faulkner,676.0
1997,arkansas,hot spring,NOT SPECIFIED,arkansas_hot spring,51422.746212121216
1997,arkansas,perry,NOT SPECIFIED,arkansas_perry,1745.0
1997,arkansas,pulaski,NOT SPECIFIED,arkansas_pulaski,12824.0
1997,arkansas,arkansas,NOT SPECIFIED,arkansas_arkansas,177895.0
1997,arkansas,crittenden,NOT SPECIFIED,arkansas_crittenden,46620.0
1997,arkansas,cross,NOT SPECIFIED,arkansas_cross,118305.0
1997,arkansas,lee,NOT SPECIFIED,arkansas_lee,50353.0
1997,arkansas,lonoke,NOT SPECIFIED,arkansas_lonoke,106128.0
1997,arkansas,monroe,NOT SPECIFIED,arkansas_monroe,61414.0
1997,arkansas,phillips,NOT SPECIFIED,arkansas_phillips,54284.0
1997,arkansas,prairie,NOT SPECIFIED,arkansas_prairie,101724.0
1997,arkansas,saint francis,NOT SPECIFIED,arkansas_saint francis,50867.0
1997,arkansas,woodruff,NOT SPECIFIED,arkansas_woodruff,80159.0
1997,arkansas,clay,NOT SPECIFIED,arkansas_clay,71861.0
1997,arkansas,craighead,NOT SPECIFIED,arkansas_craighead,65122.0
1997,arkansas,greene,NOT SPECIFIED,arkansas_greene,40209.0
1997,arkansas,independence,NOT SPECIFIED,arkansas_independence,5335.0
1997,arkansas,jackson,NOT SPECIFIED,arkansas_jackson,65368.0
1997,arkansas,lawrence,NOT SPECIFIED,arkansas_lawrence,37963.0
1997,arkansas,mississippi,NOT SPECIFIED,arkansas_mississippi,59072.0
1997,arkansas,poinsett,NOT SPECIFIED,arkansas_poinsett,107475.0
1997,arkansas,randolph,NOT SPECIFIED,arkansas_randolph,14415.0
1997,arkansas,white,NOT SPECIFIED,arkansas_white,22215.0
1997,arkansas,clark,NOT SPECIFIED,arkansas_clark,1142.0
1997,arkansas,ashley,NOT SPECIFIED,arkansas_ashley,23208.0
1997,arkansas,chicot,NOT SPECIFIED,arkansas_chicot,50913.0
1997,arkansas,desha,NOT SPECIFIED,arkansas_desha,52675.0
1997,arkansas,drew,NOT SPECIFIED,arkansas_drew,12399.0
1997,arkansas,jefferson,NOT SPECIFIED,arkansas_jefferson,51885.0
1997,arkansas,lincoln,NOT SPECIFIED,arkansas_lincoln,35757.0
1997,arkansas,hempstead,NOT SPECIFIED,arkansas_hempstead,51422.746212121216
1997,arkansas,lafayette,NOT SPECIFIED,arkansas_lafayette,4330.0
1997,arkansas,little river,NOT SPECIFIED,arkansas_little river,3484.5
1997,arkansas,miller,NOT SPECIFIED,arkansas_miller,998.0
1997,arkansas,crawford,NOT SPECIFIED,arkansas_crawford,2081.0
1997,arkansas,franklin,NOT SPECIFIED,arkansas_franklin,461.0
1997,arkansas,johnson,NOT SPECIFIED,arkansas_johnson,1010.0
1997,arkansas,logan,NOT SPECIFIED,arkansas_logan,460.0
1997,arkansas,pope,NOT SPECIFIED,arkansas_pope,985.0
1997,arkansas,yell,NOT SPECIFIED,arkansas_yell,2395.0
1997,delaware,kent,NOT SPECIFIED,delaware_kent,4015.0
1997,delaware,new castle,NOT SPECIFIED,delaware_new castle,448.0
1997,delaware,sussex,NOT SPECIFIED,delaware_sussex,14451.0
1997,florida,madison,NOT SPECIFIED,florida_madison,381.0
1997,florida,suwannee,NOT SPECIFIED,florida_suwannee,180.0
1997,florida,calhoun,NOT SPECIFIED,florida_calhoun,515.0
1997,florida,escambia,NOT SPECIFIED,florida_escambia,515.0
1997,florida,gadsden,NOT SPECIFIED,florida_gadsden,515.0
1997,florida,jackson,NOT SPECIFIED,florida_jackson,1185.0
1997,florida,santa rosa,NOT SPECIFIED,florida_santa rosa,515.0
1997,georgia,bleckley,NOT SPECIFIED,georgia_bleckley,48.0
1997,georgia,dodge,NOT SPECIFIED,georgia_dodge,443.0
1997,georgia,houston,NOT SPECIFIED,georgia_houston,470.0
1997,georgia,johnson,NOT SPECIFIED,georgia_johnson,721.3152654867257
1997,georgia,laurens,NOT SPECIFIED,georgia_laurens,215.0
1997,georgia,montgomery,NOT SPECIFIED,georgia_montgomery,721.3152654867257
1997,georgia,peach,NOT SPECIFIED,georgia_peach,721.3152654867257
1997,georgia,pulaski,NOT SPECIFIED,georgia_pulaski,200.0
1997,georgia,treutlen,NOT SPECIFIED,georgia_treutlen,721.3152654867257
1997,georgia,washington,NOT SPECIFIED,georgia_washington,144.0
1997,georgia,wheeler,NOT SPECIFIED,georgia_wheeler,275.0
1997,georgia,bulloch,NOT SPECIFIED,georgia_bulloch,742.0
1997,georgia,burke,NOT SPECIFIED,georgia_burke,830.0
1997,georgia,candler,NOT SPECIFIED,georgia_candler,116.0
1997,georgia,jefferson,NOT SPECIFIED,georgia_jefferson,1897.0
1997,georgia,jenkins,NOT SPECIFIED,georgia_jenkins,523.0
1997,georgia,screven,NOT SPECIFIED,georgia_screven,418.0
1997,georgia,hart,NOT SPECIFIED,georgia_hart,650.0
1997,georgia,gordon,NOT SPECIFIED,georgia_gordon,660.0
1997,georgia,atkinson,NOT SPECIFIED,georgia_atkinson,246.33333333333334
1997,georgia,berrien,NOT SPECIFIED,georgia_berrien,255.0
1997,georgia,brooks,NOT SPECIFIED,georgia_brooks,383.0
1997,georgia,coffee,NOT SPECIFIED,georgia_coffee,395.0
1997,georgia,colquitt,NOT SPECIFIED,georgia_colquitt,170.0
1997,georgia,cook,NOT SPECIFIED,georgia_cook,132.0
1997,georgia,crisp,NOT SPECIFIED,georgia_crisp,503.0
1997,georgia,dooly,NOT SPECIFIED,georgia_dooly,612.75
1997,georgia,echols,NOT SPECIFIED,georgia_echols,721.3152654867257
1997,georgia,irwin,NOT SPECIFIED,georgia_irwin,185.0
1997,georgia,jeff davis,NOT SPECIFIED,georgia_jeff davis,317.0
1997,georgia,telfair,NOT SPECIFIED,georgia_telfair,456.0
1997,georgia,tift,NOT SPECIFIED,georgia_tift,155.0
1997,georgia,turner,NOT SPECIFIED,georgia_turner,90.0
1997,georgia,wilcox,NOT SPECIFIED,georgia_wilcox,176.0
1997,georgia,worth,NOT SPECIFIED,georgia_worth,475.0
1997,georgia,bryan,NOT SPECIFIED,georgia_bryan,721.3152654867257
1997,georgia,evans,NOT SPECIFIED,georgia_evans,166.0
1997,georgia,pierce,NOT SPECIFIED,georgia_pierce,614.5
1997,georgia,tattnall,NOT SPECIFIED,georgia_tattnall,3645.0
1997,georgia,toombs,NOT SPECIFIED,georgia_toombs,802.0
1997,georgia,baker,NOT SPECIFIED,georgia_baker,588.0
1997,georgia,calhoun,NOT SPECIFIED,georgia_calhoun,451.0
1997,georgia,decatur,NOT SPECIFIED,georgia_decatur,3926.0
1997,georgia,dougherty,NOT SPECIFIED,georgia_dougherty,721.3152654867257
1997,georgia,early,NOT SPECIFIED,georgia_early,643.0
1997,georgia,grady,NOT SPECIFIED,georgia_grady,80.0
1997,georgia,lee,NOT SPECIFIED,georgia_lee,561.0
1997,georgia,miller,NOT SPECIFIED,georgia_miller,286.0
1997,georgia,mitchell,NOT SPECIFIED,georgia_mitchell,908.0
1997,georgia,randolph,NOT SPECIFIED,georgia_randolph,1120.0
1997,georgia,seminole,NOT SPECIFIED,georgia_seminole,1388.0
1997,georgia,sumter,NOT SPECIFIED,georgia_sumter,1697.0
1997,georgia,terrell,NOT SPECIFIED,georgia_terrell,1411.0
1997,georgia,webster,NOT SPECIFIED,georgia_webster,310.0
1997,georgia,macon,NOT SPECIFIED,georgia_macon,1123.0
1997,georgia,pike,NOT SPECIFIED,georgia_pike,721.3152654867257
1997,illinois,de witt,NOT SPECIFIED,illinois_de witt,2251.062103929024
1997,illinois,logan,NOT SPECIFIED,illinois_logan,117.0
1997,illinois,macon,NOT SPECIFIED,illinois_macon,2251.062103929024
1997,illinois,marshall,NOT SPECIFIED,illinois_marshall,659.0
1997,illinois,mason,NOT SPECIFIED,illinois_mason,23674.0
1997,illinois,mclean,NOT SPECIFIED,illinois_mclean,298.0
1997,illinois,menard,NOT SPECIFIED,illinois_menard,329.0
1997,illinois,peoria,NOT SPECIFIED,illinois_peoria,688.0
1997,illinois,tazewell,NOT SPECIFIED,illinois_tazewell,7254.0
1997,illinois,woodford,NOT SPECIFIED,illinois_woodford,2251.062103929024
1997,illinois,champaign,NOT SPECIFIED,illinois_champaign,810.0
1997,illinois,ford,NOT SPECIFIED,illinois_ford,165.0
1997,illinois,iroquois,NOT SPECIFIED,illinois_iroquois,227.0
1997,illinois,kankakee,NOT SPECIFIED,illinois_kankakee,1152.0
1997,illinois,livingston,NOT SPECIFIED,illinois_livingston,2251.062103929024
1997,illinois,piatt,NOT SPECIFIED,illinois_piatt,470.0
1997,illinois,clark,NOT SPECIFIED,illinois_clark,2346.0
1997,illinois,crawford,NOT SPECIFIED,illinois_crawford,2297.0
1997,illinois,effingham,NOT SPECIFIED,illinois_effingham,390.0
1997,illinois,jasper,NOT SPECIFIED,illinois_jasper,2251.062103929024
1997,illinois,lawrence,NOT SPECIFIED,illinois_lawrence,2548.0
1997,illinois,richland,NOT SPECIFIED,illinois_richland,419.0
1997,illinois,shelby,NOT SPECIFIED,illinois_shelby,2251.062103929024
1997,illinois,boone,NOT SPECIFIED,illinois_boone,2251.062103929024
1997,illinois,kane,NOT SPECIFIED,illinois_kane,2251.062103929024
1997,illinois,mchenry,NOT SPECIFIED,illinois_mchenry,544.0
1997,illinois,will,NOT SPECIFIED,illinois_will,2251.062103929024
1997,illinois,bureau,NOT SPECIFIED,illinois_bureau,1144.0
1997,illinois,carroll,NOT SPECIFIED,illinois_carroll,1869.0
1997,illinois,henry,NOT SPECIFIED,illinois_henry,971.0
1997,illinois,lee,NOT SPECIFIED,illinois_lee,1643.0
1997,illinois,mercer,NOT SPECIFIED,illinois_mercer,1139.0
1997,illinois,ogle,NOT SPECIFIED,illinois_ogle,365.0
1997,illinois,putnam,NOT SPECIFIED,illinois_putnam,2251.062103929024
1997,illinois,rock island,NOT SPECIFIED,illinois_rock island,755.0
1997,illinois,whiteside,NOT SPECIFIED,illinois_whiteside,8102.0
1997,illinois,winnebago,NOT SPECIFIED,illinois_winnebago,456.0
1997,illinois,gallatin,NOT SPECIFIED,illinois_gallatin,6533.0
1997,illinois,jefferson,NOT SPECIFIED,illinois_jefferson,2251.062103929024
1997,illinois,massac,NOT SPECIFIED,illinois_massac,1941.0
1997,illinois,wabash,NOT SPECIFIED,illinois_wabash,643.3333333333334
1997,illinois,white,NOT SPECIFIED,illinois_white,2411.0
1997,illinois,alexander,NOT SPECIFIED,illinois_alexander,1834.0
1997,illinois,clinton,NOT SPECIFIED,illinois_clinton,554.0
1997,illinois,jackson,NOT SPECIFIED,illinois_jackson,308.0
1997,illinois,johnson,NOT SPECIFIED,illinois_johnson,2251.062103929024
1997,illinois,monroe,NOT SPECIFIED,illinois_monroe,595.0
1997,illinois,perry,NOT SPECIFIED,illinois_perry,69.0
1997,illinois,randolph,NOT SPECIFIED,illinois_randolph,2251.062103929024
1997,illinois,union,NOT SPECIFIED,illinois_union,2052.0
1997,illinois,washington,NOT SPECIFIED,illinois_washington,350.0
1997,illinois,williamson,NOT SPECIFIED,illinois_williamson,2251.062103929024
1997,illinois,adams,NOT SPECIFIED,illinois_adams,365.0
1997,illinois,hancock,NOT SPECIFIED,illinois_hancock,467.0
1997,illinois,henderson,NOT SPECIFIED,illinois_henderson,2279.0
1997,illinois,mcdonough,NOT SPECIFIED,illinois_mcdonough,2251.062103929024
1997,illinois,cass,NOT SPECIFIED,illinois_cass,1618.0
1997,illinois,greene,NOT SPECIFIED,illinois_greene,1332.6666666666667
1997,illinois,macoupin,NOT SPECIFIED,illinois_macoupin,2251.062103929024
1997,illinois,madison,NOT SPECIFIED,illinois_madison,478.0
1997,illinois,montgomery,NOT SPECIFIED,illinois_montgomery,204.0
1997,illinois,morgan,NOT SPECIFIED,illinois_morgan,876.3333333333334
1997,illinois,pike,NOT SPECIFIED,illinois_pike,598.0
1997,illinois,scott,NOT SPECIFIED,illinois_scott,888.0
1997,indiana,bartholomew,NOT SPECIFIED,indiana_bartholomew,929.0
1997,indiana,grant,NOT SPECIFIED,indiana_grant,2189.39592760181
1997,indiana,hancock,NOT SPECIFIED,indiana_hancock,295.0
1997,indiana,howard,NOT SPECIFIED,indiana_howard,11.0
1997,indiana,johnson,NOT SPECIFIED,indiana_johnson,757.0
1997,indiana,shelby,NOT SPECIFIED,indiana_shelby,650.0
1997,indiana,delaware,NOT SPECIFIED,indiana_delaware,2189.39592760181
1997,indiana,henry,NOT SPECIFIED,indiana_henry,2189.39592760181
1997,indiana,randolph,NOT SPECIFIED,indiana_randolph,2189.39592760181
1997,indiana,cass,NOT SPECIFIED,indiana_cass,581.0
1997,indiana,elkhart,NOT SPECIFIED,indiana_elkhart,5335.0
1997,indiana,fulton,NOT SPECIFIED,indiana_fulton,2222.0
1997,indiana,kosciusko,NOT SPECIFIED,indiana_kosciusko,2975.0
1997,indiana,marshall,NOT SPECIFIED,indiana_marshall,975.0
1997,indiana,miami,NOT SPECIFIED,indiana_miami,604.0
1997,indiana,st. joseph,NOT SPECIFIED,indiana_st. joseph,2183.0
1997,indiana,adams,NOT SPECIFIED,indiana_adams,26.0
1997,indiana,allen,NOT SPECIFIED,indiana_allen,159.0
1997,indiana,de kalb,NOT SPECIFIED,indiana_de kalb,687.3333333333334
1997,indiana,huntington,NOT SPECIFIED,indiana_huntington,246.0
1997,indiana,lagrange,NOT SPECIFIED,indiana_lagrange,5418.0
1997,indiana,noble,NOT SPECIFIED,indiana_noble,899.0
1997,indiana,steuben,NOT SPECIFIED,indiana_steuben,1251.5
1997,indiana,whitley,NOT SPECIFIED,indiana_whitley,2189.39592760181
1997,indiana,benton,NOT SPECIFIED,indiana_benton,1022.0
1997,indiana,jasper,NOT SPECIFIED,indiana_jasper,4187.0
1997,indiana,la porte,NOT SPECIFIED,indiana_la porte,7941.0
1997,indiana,lake,NOT SPECIFIED,indiana_lake,1254.0
1997,indiana,newton,NOT SPECIFIED,indiana_newton,498.6666666666667
1997,indiana,porter,NOT SPECIFIED,indiana_porter,1395.0
1997,indiana,pulaski,NOT SPECIFIED,indiana_pulaski,2637.0
1997,indiana,starke,NOT SPECIFIED,indiana_starke,1253.0
1997,indiana,white,NOT SPECIFIED,indiana_white,230.0
1997,indiana,jackson,NOT SPECIFIED,indiana_jackson,1252.3333333333333
1997,indiana,lawrence,NOT SPECIFIED,indiana_lawrence,2189.39592760181
1997,indiana,monroe,NOT SPECIFIED,indiana_monroe,2189.39592760181
1997,indiana,orange,NOT SPECIFIED,indiana_orange,2189.39592760181
1997,indiana,dearborn,NOT SPECIFIED,indiana_dearborn,2189.39592760181
1997,indiana,jefferson,NOT SPECIFIED,indiana_jefferson,2189.39592760181
1997,indiana,jennings,NOT SPECIFIED,indiana_jennings,2189.39592760181
1997,indiana,daviess,NOT SPECIFIED,indiana_daviess,348.0
1997,indiana,dubois,NOT SPECIFIED,indiana_dubois,2189.39592760181
1997,indiana,gibson,NOT SPECIFIED,indiana_gibson,466.0
1997,indiana,greene,NOT SPECIFIED,indiana_greene,622.5
1997,indiana,knox,NOT SPECIFIED,indiana_knox,4003.0
1997,indiana,posey,NOT SPECIFIED,indiana_posey,665.0
1997,indiana,spencer,NOT SPECIFIED,indiana_spencer,2189.39592760181
1997,indiana,sullivan,NOT SPECIFIED,indiana_sullivan,1144.0
1997,indiana,vanderburgh,NOT SPECIFIED,indiana_vanderburgh,870.0
1997,indiana,fountain,NOT SPECIFIED,indiana_fountain,2189.39592760181
1997,indiana,montgomery,NOT SPECIFIED,indiana_montgomery,234.0
1997,indiana,parke,NOT SPECIFIED,indiana_parke,159.0
1997,indiana,tippecanoe,NOT SPECIFIED,indiana_tippecanoe,709.25
1997,indiana,vigo,NOT SPECIFIED,indiana_vigo,613.3333333333334
1997,iowa,boone,NOT SPECIFIED,iowa_boone,1819.8764172335605
1997,iowa,hamilton,NOT SPECIFIED,iowa_hamilton,1819.8764172335605
1997,iowa,story,NOT SPECIFIED,iowa_story,66.0
1997,iowa,tama,NOT SPECIFIED,iowa_tama,1819.8764172335605
1997,iowa,webster,NOT SPECIFIED,iowa_webster,1819.8764172335605
1997,iowa,benton,NOT SPECIFIED,iowa_benton,1819.8764172335605
1997,iowa,clinton,NOT SPECIFIED,iowa_clinton,128.5
1997,iowa,iowa,NOT SPECIFIED,iowa_iowa,1819.8764172335605
1997,iowa,johnson,NOT SPECIFIED,iowa_johnson,1819.8764172335605
1997,iowa,linn,NOT SPECIFIED,iowa_linn,1819.8764172335605
1997,iowa,muscatine,NOT SPECIFIED,iowa_muscatine,2187.0
1997,iowa,butler,NOT SPECIFIED,iowa_butler,46.0
1997,iowa,cerro gordo,NOT SPECIFIED,iowa_cerro gordo,1819.8764172335605
1997,iowa,floyd,NOT SPECIFIED,iowa_floyd,389.0
1997,iowa,hancock,NOT SPECIFIED,iowa_hancock,444.0
1997,iowa,kossuth,NOT SPECIFIED,iowa_kossuth,1819.8764172335605
1997,iowa,mitchell,NOT SPECIFIED,iowa_mitchell,1819.8764172335605
1997,iowa,worth,NOT SPECIFIED,iowa_worth,1819.8764172335605
1997,iowa,black hawk,NOT SPECIFIED,iowa_black hawk,1819.8764172335605
1997,iowa,bremer,NOT SPECIFIED,iowa_bremer,244.0
1997,iowa,chickasaw,NOT SPECIFIED,iowa_chickasaw,1819.8764172335605
1997,iowa,clayton,NOT SPECIFIED,iowa_clayton,387.0
1997,iowa,winneshiek,NOT SPECIFIED,iowa_winneshiek,1819.8764172335605
1997,iowa,buena vista,NOT SPECIFIED,iowa_buena vista,1819.8764172335605
1997,iowa,clay,NOT SPECIFIED,iowa_clay,200.0
1997,iowa,lyon,NOT SPECIFIED,iowa_lyon,341.0
1997,iowa,o brien,NOT SPECIFIED,iowa_o brien,340.0
1997,iowa,osceola,NOT SPECIFIED,iowa_osceola,268.0
1997,iowa,palo alto,NOT SPECIFIED,iowa_palo alto,1289.0
1997,iowa,plymouth,NOT SPECIFIED,iowa_plymouth,1006.0
1997,iowa,pocahontas,NOT SPECIFIED,iowa_pocahontas,174.5
1997,iowa,sioux,NOT SPECIFIED,iowa_sioux,2279.0
1997,iowa,clarke,NOT SPECIFIED,iowa_clarke,1819.8764172335605
1997,iowa,union,NOT SPECIFIED,iowa_union,1819.8764172335605
1997,iowa,warren,NOT SPECIFIED,iowa_warren,1819.8764172335605
1997,iowa,wayne,NOT SPECIFIED,iowa_wayne,1819.8764172335605
1997,iowa,des moines,NOT SPECIFIED,iowa_des moines,305.0
1997,iowa,henry,NOT SPECIFIED,iowa_henry,1819.8764172335605
1997,iowa,jefferson,NOT SPECIFIED,iowa_jefferson,1819.8764172335605
1997,iowa,lee,NOT SPECIFIED,iowa_lee,1819.8764172335605
1997,iowa,louisa,NOT SPECIFIED,iowa_louisa,1862.0
1997,iowa,adair,NOT SPECIFIED,iowa_adair,1819.8764172335605
1997,iowa,fremont,NOT SPECIFIED,iowa_fremont,427.0
1997,iowa,mills,NOT SPECIFIED,iowa_mills,940.0
1997,iowa,pottawattamie,NOT SPECIFIED,iowa_pottawattamie,633.0
1997,iowa,calhoun,NOT SPECIFIED,iowa_calhoun,1819.8764172335605
1997,iowa,carroll,NOT SPECIFIED,iowa_carroll,181.0
1997,iowa,crawford,NOT SPECIFIED,iowa_crawford,1819.8764172335605
1997,iowa,greene,NOT SPECIFIED,iowa_greene,578.0
1997,iowa,guthrie,NOT SPECIFIED,iowa_guthrie,1819.8764172335605
1997,iowa,harrison,NOT SPECIFIED,iowa_harrison,8920.0
1997,iowa,monona,NOT SPECIFIED,iowa_monona,13445.0
1997,iowa,sac,NOT SPECIFIED,iowa_sac,209.5
1997,iowa,woodbury,NOT SPECIFIED,iowa_woodbury,3701.0
1997,kansas,barton,NOT SPECIFIED,kansas_barton,9271.0
1997,kansas,dickinson,NOT SPECIFIED,kansas_dickinson,1347.0
1997,kansas,ellsworth,NOT SPECIFIED,kansas_ellsworth,350.0
1997,kansas,lincoln,NOT SPECIFIED,kansas_lincoln,3961.2784178187403
1997,kansas,marion,NOT SPECIFIED,kansas_marion,461.0
1997,kansas,mcpherson,NOT SPECIFIED,kansas_mcpherson,10621.0
1997,kansas,rice,NOT SPECIFIED,kansas_rice,3745.0
1997,kansas,rush,NOT SPECIFIED,kansas_rush,1111.0
1997,kansas,saline,NOT SPECIFIED,kansas_saline,721.0
1997,kansas,anderson,NOT SPECIFIED,kansas_anderson,523.0
1997,kansas,chase,NOT SPECIFIED,kansas_chase,3961.2784178187403
1997,kansas,coffey,NOT SPECIFIED,kansas_coffey,472.75
1997,kansas,douglas,NOT SPECIFIED,kansas_douglas,1045.0
1997,kansas,franklin,NOT SPECIFIED,kansas_franklin,421.0
1997,kansas,geary,NOT SPECIFIED,kansas_geary,904.0
1997,kansas,johnson,NOT SPECIFIED,kansas_johnson,33.0
1997,kansas,lyon,NOT SPECIFIED,kansas_lyon,111.0
1997,kansas,morris,NOT SPECIFIED,kansas_morris,159.0
1997,kansas,osage,NOT SPECIFIED,kansas_osage,642.0
1997,kansas,shawnee,NOT SPECIFIED,kansas_shawnee,4846.0
1997,kansas,wabaunsee,NOT SPECIFIED,kansas_wabaunsee,1268.0
1997,kansas,clay,NOT SPECIFIED,kansas_clay,5711.0
1997,kansas,cloud,NOT SPECIFIED,kansas_cloud,2840.0
1997,kansas,jewell,NOT SPECIFIED,kansas_jewell,2017.0
1997,kansas,mitchell,NOT SPECIFIED,kansas_mitchell,1488.0
1997,kansas,osborne,NOT SPECIFIED,kansas_osborne,705.0
1997,kansas,ottawa,NOT SPECIFIED,kansas_ottawa,1223.0
1997,kansas,phillips,NOT SPECIFIED,kansas_phillips,375.0
1997,kansas,republic,NOT SPECIFIED,kansas_republic,8375.0
1997,kansas,smith,NOT SPECIFIED,kansas_smith,1162.0
1997,kansas,washington,NOT SPECIFIED,kansas_washington,1355.0
1997,kansas,doniphan,NOT SPECIFIED,kansas_doniphan,550.0
1997,kansas,jefferson,NOT SPECIFIED,kansas_jefferson,968.0
1997,kansas,leavenworth,NOT SPECIFIED,kansas_leavenworth,177.5
1997,kansas,marshall,NOT SPECIFIED,kansas_marshall,1007.75
1997,kansas,nemaha,NOT SPECIFIED,kansas_nemaha,380.0
1997,kansas,pottawatomie,NOT SPECIFIED,kansas_pottawatomie,4826.0
1997,kansas,riley,NOT SPECIFIED,kansas_riley,1311.0
1997,kansas,cheyenne,NOT SPECIFIED,kansas_cheyenne,1026.0
1997,kansas,decatur,NOT SPECIFIED,kansas_decatur,273.0
1997,kansas,graham,NOT SPECIFIED,kansas_graham,1505.5
1997,kansas,norton,NOT SPECIFIED,kansas_norton,158.0
1997,kansas,rawlins,NOT SPECIFIED,kansas_rawlins,901.5
1997,kansas,sheridan,NOT SPECIFIED,kansas_sheridan,3359.0
1997,kansas,sherman,NOT SPECIFIED,kansas_sherman,2911.0
1997,kansas,thomas,NOT SPECIFIED,kansas_thomas,5123.0
1997,kansas,barber,NOT SPECIFIED,kansas_barber,569.0
1997,kansas,comanche,NOT SPECIFIED,kansas_comanche,1082.0
1997,kansas,edwards,NOT SPECIFIED,kansas_edwards,17249.0
1997,kansas,harper,NOT SPECIFIED,kansas_harper,700.0
1997,kansas,harvey,NOT SPECIFIED,kansas_harvey,10832.0
1997,kansas,kingman,NOT SPECIFIED,kansas_kingman,5315.0
1997,kansas,kiowa,NOT SPECIFIED,kansas_kiowa,9863.0
1997,kansas,pawnee,NOT SPECIFIED,kansas_pawnee,13710.0
1997,kansas,pratt,NOT SPECIFIED,kansas_pratt,10840.0
1997,kansas,reno,NOT SPECIFIED,kansas_reno,7154.0
1997,kansas,sedgwick,NOT SPECIFIED,kansas_sedgwick,14834.0
1997,kansas,stafford,NOT SPECIFIED,kansas_stafford,11846.0
1997,kansas,sumner,NOT SPECIFIED,kansas_sumner,2416.0
1997,kansas,allen,NOT SPECIFIED,kansas_allen,3961.2784178187403
1997,kansas,bourbon,NOT SPECIFIED,kansas_bourbon,602.0
1997,kansas,butler,NOT SPECIFIED,kansas_butler,1742.0
1997,kansas,cherokee,NOT SPECIFIED,kansas_cherokee,452.0
1997,kansas,cowley,NOT SPECIFIED,kansas_cowley,614.0
1997,kansas,crawford,NOT SPECIFIED,kansas_crawford,428.0
1997,kansas,greenwood,NOT SPECIFIED,kansas_greenwood,36.0
1997,kansas,labette,NOT SPECIFIED,kansas_labette,3961.2784178187403
1997,kansas,montgomery,NOT SPECIFIED,kansas_montgomery,1104.5
1997,kansas,wilson,NOT SPECIFIED,kansas_wilson,338.0
1997,kansas,clark,NOT SPECIFIED,kansas_clark,217.0
1997,kansas,finney,NOT SPECIFIED,kansas_finney,5536.0
1997,kansas,ford,NOT SPECIFIED,kansas_ford,2074.0
1997,kansas,grant,NOT SPECIFIED,kansas_grant,350.0
1997,kansas,gray,NOT SPECIFIED,kansas_gray,3478.0
1997,kansas,haskell,NOT SPECIFIED,kansas_haskell,3526.0
1997,kansas,hodgeman,NOT SPECIFIED,kansas_hodgeman,471.0
1997,kansas,kearny,NOT SPECIFIED,kansas_kearny,579.0
1997,kansas,meade,NOT SPECIFIED,kansas_meade,3454.0
1997,kansas,seward,NOT SPECIFIED,kansas_seward,1842.0
1997,kansas,gove,NOT SPECIFIED,kansas_gove,330.0
1997,kansas,lane,NOT SPECIFIED,kansas_lane,541.0
1997,kansas,logan,NOT SPECIFIED,kansas_logan,1203.0
1997,kansas,scott,NOT SPECIFIED,kansas_scott,641.0
1997,kansas,trego,NOT SPECIFIED,kansas_trego,593.0
1997,kansas,wallace,NOT SPECIFIED,kansas_wallace,360.0
1997,kansas,wichita,NOT SPECIFIED,kansas_wichita,2050.0
1997,kentucky,shelby,NOT SPECIFIED,kentucky_shelby,1348.5228494623657
1997,kentucky,spencer,NOT SPECIFIED,kentucky_spencer,1348.5228494623657
1997,kentucky,washington,NOT SPECIFIED,kentucky_washington,1348.5228494623657
1997,kentucky,breckinridge,NOT SPECIFIED,kentucky_breckinridge,1348.5228494623657
1997,kentucky,nelson,NOT SPECIFIED,kentucky_nelson,200.0
1997,kentucky,powell,NOT SPECIFIED,kentucky_powell,1348.5228494623657
1997,kentucky,caldwell,NOT SPECIFIED,kentucky_caldwell,2213.0
1997,kentucky,christian,NOT SPECIFIED,kentucky_christian,817.3333333333334
1997,kentucky,daviess,NOT SPECIFIED,kentucky_daviess,885.0
1997,kentucky,henderson,NOT SPECIFIED,kentucky_henderson,1350.0
1997,kentucky,logan,NOT SPECIFIED,kentucky_logan,1348.5228494623657
1997,kentucky,todd,NOT SPECIFIED,kentucky_todd,1348.5228494623657
